inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.886692,72.508157
ST,418,0.047685,0.438399
MM,0,0,0
MV,10878,9.686471,89.054845
MISC,4545,0.398933,3.667687
SYS,418,0.000581,0.005337
TOTAL,122197,10.876973,100
