inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.741380,71.989894
ST,418,0.062054,0.511044
MM,0,0,0
MV,11902,10.391893,85.582741
MISC,4545,0.552533,4.550404
SYS,418,0.000581,0.004781
TOTAL,131413,12.142510,100
