inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.271487,72.803200
ST,418,0.038105,0.381515
MM,0,0,0
MV,9854,9.185849,91.970070
MISC,4545,0.296533,2.968935
SYS,418,0.000581,0.005813
TOTAL,112981,9.987868,100
