inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.258183,72.822470
ST,418,0.037839,0.379646
MM,0,0,0
MV,9854,9.174471,92.048889
MISC,4545,0.293689,2.946626
SYS,418,0.000581,0.005825
TOTAL,112981,9.966955,100
