inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.501897,72.257703
ST,418,0.057264,0.486686
MM,0,0,0
MV,11902,10.187093,86.580198
MISC,4545,0.501333,4.260837
SYS,418,0.000581,0.004934
TOTAL,131413,11.766078,100
