inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,7.003266,72.506738
ST,418,0.035976,0.372474
MM,0,0,0
MV,8830,9.003804,93.218857
MISC,4545,0.273778,2.834496
SYS,418,0.000581,0.006011
TOTAL,103765,9.658780,100
