inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.648248,72.092045
ST,418,0.060191,0.501753
MM,0,0,0
MV,11902,10.312249,85.963203
MISC,4545,0.532622,4.439954
SYS,418,0.000581,0.004840
TOTAL,131413,11.996120,100
