inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.351315,72.689251
ST,418,0.039702,0.392568
MM,0,0,0
MV,9854,9.254116,91.504001
MISC,4545,0.313600,3.100853
SYS,418,0.000581,0.005740
TOTAL,112981,10.113345,100
