inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.510970,72.469630
ST,418,0.042895,0.413872
MM,0,0,0
MV,9854,9.390649,90.605718
MISC,4545,0.347733,3.355107
SYS,418,0.000581,0.005601
TOTAL,112981,10.364301,100
