inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,7.038391,72.492562
ST,418,0.036509,0.376025
MM,0,0,0
MV,8830,9.026560,92.969900
MISC,4545,0.279467,2.878393
SYS,418,0.000581,0.005979
TOTAL,103765,9.709121,100
