inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.781294,71.946865
ST,418,0.062852,0.514957
MM,0,0,0
MV,11902,10.426027,85.422480
MISC,4545,0.561067,4.596929
SYS,418,0.000581,0.004757
TOTAL,131413,12.205249,100
