inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.152785,72.178995
ST,418,0.053006,0.469281
MM,0,0,0
MV,10878,9.914027,87.771789
MISC,4545,0.455822,4.035528
SYS,418,0.000581,0.005140
TOTAL,122197,11.295231,100
