inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.515202,72.242376
ST,418,0.057530,0.488080
MM,0,0,0
MV,11902,10.198471,86.523113
MISC,4545,0.504178,4.277409
SYS,418,0.000581,0.004925
TOTAL,131413,11.786991,100
