inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.126175,72.210810
ST,418,0.052474,0.466296
MM,0,0,0
MV,10878,9.891271,87.895803
MISC,4545,0.450133,3.999974
SYS,418,0.000581,0.005159
TOTAL,122197,11.253406,100
