inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.112871,72.226807
ST,418,0.052208,0.464795
MM,0,0,0
MV,10878,9.879893,87.958156
MISC,4545,0.447289,3.982098
SYS,418,0.000581,0.005169
TOTAL,122197,11.232493,100
