inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.993129,72.373500
ST,418,0.049813,0.451033
MM,0,0,0
MV,10878,9.777493,88.529961
MISC,4545,0.421689,3.818167
SYS,418,0.000581,0.005257
TOTAL,122197,11.044276,100
