inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.139480,72.194873
ST,418,0.052740,0.467791
MM,0,0,0
MV,10878,9.902649,87.833681
MISC,4545,0.452978,4.017784
SYS,418,0.000581,0.005149
TOTAL,122197,11.274318,100
