inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,7.108639,72.464647
ST,418,0.037573,0.383015
MM,0,0,0
MV,8830,9.072071,92.479650
MISC,4545,0.290844,2.964835
SYS,418,0.000581,0.005918
TOTAL,103765,9.809803,100
