inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.488593,72.273085
ST,418,0.056998,0.485287
MM,0,0,0
MV,11902,10.175716,86.637487
MISC,4545,0.498489,4.244205
SYS,418,0.000581,0.004943
TOTAL,131413,11.745165,100
