inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.860083,72.542470
ST,418,0.047152,0.435180
MM,0,0,0
MV,10878,9.663716,89.188599
MISC,4545,0.393244,3.629341
SYS,418,0.000581,0.005358
TOTAL,122197,10.835147,100
