inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.284792,72.784010
ST,418,0.038371,0.383377
MM,0,0,0
MV,9854,9.197227,91.891580
MISC,4545,0.299378,2.991151
SYS,418,0.000581,0.005800
TOTAL,112981,10.008781,100
