inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.661553,72.077299
ST,418,0.060457,0.503094
MM,0,0,0
MV,11902,10.323627,85.908284
MISC,4545,0.535467,4.455897
SYS,418,0.000581,0.004831
TOTAL,131413,12.017033,100
