inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,7.055953,72.485529
ST,418,0.036775,0.377786
MM,0,0,0
MV,8830,9.037938,92.846387
MISC,4545,0.282311,2.900171
SYS,418,0.000581,0.005964
TOTAL,103765,9.734291,100
