inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.448679,72.319560
ST,418,0.056199,0.481060
MM,0,0,0
MV,11902,10.141582,86.810585
MISC,4545,0.489956,4.193954
SYS,418,0.000581,0.004969
TOTAL,131413,11.682426,100
