inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.621639,72.121690
ST,418,0.059659,0.499057
MM,0,0,0
MV,11902,10.289493,86.073617
MISC,4545,0.526933,4.407900
SYS,418,0.000581,0.004856
TOTAL,131413,11.954294,100
