inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.555116,72.196719
ST,418,0.058328,0.492233
MM,0,0,0
MV,11902,10.232604,86.353065
MISC,4545,0.512711,4.326775
SYS,418,0.000581,0.004899
TOTAL,131413,11.849729,100
