inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.382156,72.398139
ST,418,0.054869,0.473913
MM,0,0,0
MV,11902,10.084693,87.103250
MISC,4545,0.475733,4.108992
SYS,418,0.000581,0.005014
TOTAL,131413,11.577861,100
