inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.581725,72.166549
ST,418,0.058860,0.494977
MM,0,0,0
MV,11902,10.255360,86.240696
MISC,4545,0.518400,4.359396
SYS,418,0.000581,0.004882
TOTAL,131413,11.891555,100
