inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.722273,72.259297
ST,418,0.031719,0.340955
MM,0,0,0
MV,8830,8.821760,94.827178
MISC,4545,0.228267,2.453692
SYS,418,0.000581,0.006241
TOTAL,103765,9.302987,100
