inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.497666,72.487524
ST,418,0.042629,0.412136
MM,0,0,0
MV,9854,9.379271,90.678910
MISC,4545,0.344889,3.334390
SYS,418,0.000581,0.005613
TOTAL,112981,10.343388,100
