inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.701467,72.033369
ST,418,0.061255,0.507089
MM,0,0,0
MV,11902,10.357760,85.744667
MISC,4545,0.544000,4.503396
SYS,418,0.000581,0.004806
TOTAL,131413,12.079772,100
