inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.880332,72.482525
ST,418,0.034114,0.359381
MM,0,0,0
MV,8830,8.924160,94.013729
MISC,4545,0.253867,2.674420
SYS,418,0.000581,0.006116
TOTAL,103765,9.492401,100
