inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.471056,72.523532
ST,418,0.042097,0.408643
MM,0,0,0
MV,9854,9.356516,90.826185
MISC,4545,0.339200,3.292705
SYS,418,0.000581,0.005636
TOTAL,112981,10.301562,100
