inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.670626,72.260392
ST,418,0.046088,0.434168
MM,0,0,0
MV,9854,9.527182,89.749907
MISC,4545,0.381867,3.597338
SYS,418,0.000581,0.005469
TOTAL,112981,10.615256,100
