inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.475288,72.288521
ST,418,0.056732,0.483883
MM,0,0,0
MV,11902,10.164338,86.694981
MISC,4545,0.495644,4.227515
SYS,418,0.000581,0.004952
TOTAL,131413,11.724252,100
