inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.338010,72.708046
ST,418,0.039436,0.390745
MM,0,0,0
MV,9854,9.242738,91.580874
MISC,4545,0.310756,3.079095
SYS,418,0.000581,0.005752
TOTAL,112981,10.092432,100
