inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.595030,72.151544
ST,418,0.059127,0.496341
MM,0,0,0
MV,11902,10.266738,86.184808
MISC,4545,0.521244,4.375621
SYS,418,0.000581,0.004874
TOTAL,131413,11.912468,100
