inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.774959,72.334710
ST,418,0.032517,0.347180
MM,0,0,0
MV,8830,8.855893,94.552372
MISC,4545,0.236800,2.528260
SYS,418,0.000581,0.006198
TOTAL,103765,9.366125,100
