inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.873388,72.525280
ST,418,0.047418,0.436793
MM,0,0,0
MV,10878,9.675093,89.121593
MISC,4545,0.396089,3.648551
SYS,418,0.000581,0.005348
TOTAL,122197,10.856060,100
