inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.899997,72.491098
ST,418,0.047951,0.439999
MM,0,0,0
MV,10878,9.697849,88.988353
MISC,4545,0.401778,3.686750
SYS,418,0.000581,0.005327
TOTAL,122197,10.897886,100
