inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.950580,72.528280
ST,418,0.035178,0.367080
MM,0,0,0
MV,8830,8.969671,93.597198
MISC,4545,0.265244,2.767787
SYS,418,0.000581,0.006058
TOTAL,103765,9.583269,100
