inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.630712,72.311769
ST,418,0.045290,0.429184
MM,0,0,0
MV,9854,9.493049,89.960044
MISC,4545,0.373333,3.537861
SYS,418,0.000581,0.005502
TOTAL,112981,10.552517,100
