inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.968142,72.521062
ST,418,0.035444,0.368887
MM,0,0,0
MV,8830,8.981049,93.470423
MISC,4545,0.268089,2.790140
SYS,418,0.000581,0.006042
TOTAL,103765,9.608439,100
