inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.166089,72.163176
ST,418,0.053272,0.470765
MM,0,0,0
MV,10878,9.925404,87.710126
MISC,4545,0.458667,4.053206
SYS,418,0.000581,0.005130
TOTAL,122197,11.316144,100
