inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.364620,72.670534
ST,418,0.039968,0.394384
MM,0,0,0
MV,9854,9.265493,91.427445
MISC,4545,0.316444,3.122522
SYS,418,0.000581,0.005729
TOTAL,112981,10.134258,100
