inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.395461,72.382310
ST,418,0.055135,0.475353
MM,0,0,0
MV,11902,10.096071,87.044295
MISC,4545,0.478578,4.126107
SYS,418,0.000581,0.005005
TOTAL,131413,11.598774,100
