inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.833474,72.577050
ST,418,0.046620,0.431935
MM,0,0,0
MV,10878,9.640960,89.323389
MISC,4545,0.387556,3.590698
SYS,418,0.000581,0.005379
TOTAL,122197,10.793321,100
