inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.444447,72.559833
ST,418,0.041564,0.405122
MM,0,0,0
MV,9854,9.333760,90.974662
MISC,4545,0.333511,3.250679
SYS,418,0.000581,0.005659
TOTAL,112981,10.259736,100
