inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.688162,72.047962
ST,418,0.060989,0.505762
MM,0,0,0
MV,11902,10.346382,85.799017
MISC,4545,0.541156,4.487618
SYS,418,0.000581,0.004814
TOTAL,131413,12.058859,100
