inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.985704,72.513881
ST,418,0.035710,0.370686
MM,0,0,0
MV,8830,8.992427,93.344312
MISC,4545,0.270933,2.812376
SYS,418,0.000581,0.006026
TOTAL,103765,9.633610,100
