inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,7.073515,72.478533
ST,418,0.037041,0.379538
MM,0,0,0
MV,8830,9.049316,92.723511
MISC,4545,0.285156,2.921837
SYS,418,0.000581,0.005949
TOTAL,103765,9.759462,100
