inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.550884,72.416376
ST,418,0.043693,0.419037
MM,0,0,0
MV,9854,9.424782,90.387903
MISC,4545,0.356267,3.416758
SYS,418,0.000581,0.005568
TOTAL,112981,10.427039,100
