inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.767990,71.961158
ST,418,0.062586,0.513657
MM,0,0,0
MV,11902,10.414649,85.475717
MISC,4545,0.558222,4.581474
SYS,418,0.000581,0.004765
TOTAL,131413,12.184336,100
