inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.232612,72.084948
ST,418,0.054603,0.478105
MM,0,0,0
MV,10878,9.982293,87.405198
MISC,4545,0.472889,4.140626
SYS,418,0.000581,0.005083
TOTAL,122197,11.420709,100
