inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.524275,72.451807
ST,418,0.043161,0.415600
MM,0,0,0
MV,9854,9.402027,90.532820
MISC,4545,0.350578,3.375740
SYS,418,0.000581,0.005590
TOTAL,112981,10.385213,100
