inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.179394,72.147415
ST,418,0.053539,0.472244
MM,0,0,0
MV,10878,9.936782,87.648690
MISC,4545,0.461511,4.070819
SYS,418,0.000581,0.005121
TOTAL,122197,11.337057,100
