inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.862770,72.458162
ST,418,0.033848,0.357370
MM,0,0,0
MV,8830,8.912782,94.102505
MISC,4545,0.251022,2.650331
SYS,418,0.000581,0.006130
TOTAL,103765,9.471355,100
