inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.674857,72.062605
ST,418,0.060723,0.504430
MM,0,0,0
MV,11902,10.335004,85.853555
MISC,4545,0.538311,4.471785
SYS,418,0.000581,0.004823
TOTAL,131413,12.037946,100
