inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.897894,72.506779
ST,418,0.034380,0.361383
MM,0,0,0
MV,8830,8.935538,93.925345
MISC,4545,0.256711,2.698403
SYS,418,0.000581,0.006102
TOTAL,103765,9.513447,100
