inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.617407,72.329030
ST,418,0.045024,0.427510
MM,0,0,0
MV,9854,9.481671,90.030645
MISC,4545,0.370489,3.517877
SYS,418,0.000581,0.005513
TOTAL,112981,10.531604,100
