inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.298096,72.764900
ST,418,0.038637,0.385230
MM,0,0,0
MV,9854,9.208604,91.813418
MISC,4545,0.302222,3.013275
SYS,418,0.000581,0.005788
TOTAL,112981,10.029694,100
