inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.528507,72.227103
ST,418,0.057796,0.489469
MM,0,0,0
MV,11902,10.209849,86.466229
MISC,4545,0.507022,4.293922
SYS,418,0.000581,0.004917
TOTAL,131413,11.807903,100
