inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.827646,72.409112
ST,418,0.033316,0.353321
MM,0,0,0
MV,8830,8.890027,94.281247
MISC,4545,0.245333,2.601829
SYS,418,0.000581,0.006157
TOTAL,103765,9.429263,100
