inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.754685,71.975501
ST,418,0.062320,0.512353
MM,0,0,0
MV,11902,10.403271,85.529137
MISC,4545,0.555378,4.565966
SYS,418,0.000581,0.004773
TOTAL,131413,12.163423,100
